ma_don_vi,ma_bao_cao,ma_chi_tieu,fld_code,ky_du_lieu,gia_tri
UBND.0019,10628953,CT_UBND.0122,FN04,2025-07-10,
UBND.0019,10628953,CT_UBND.0122,FN03,2025-07-10,
UBND.0019,10628953,CT_UBND.0123,FN02,2025-07-10,
UBND.0019,10628953,CT_UBND.0123,FN01,2025-07-10,
UBND.0019,10628953,CT_UBND.0123,FN04,2025-07-10,
UBND.0019,10628953,CT_UBND.0123,FN03,2025-07-10,
UBND.0019,10628953,CT_UBND.0124,FN02,2025-07-10,
UBND.0019,10628953,CT_UBND.0124,FN01,2025-07-10,
UBND.0019,10628953,CT_UBND.0124,FN04,2025-07-10,
UBND.0019,10628953,CT_UBND.0124,FN03,2025-07-10,
UBND.0019,10628953,CT_UBND.0125,FN02,2025-07-10,
UBND.0019,10628953,CT_UBND.0125,FN01,2025-07-10,
UBND.0019,10628953,CT_UBND.0125,FN04,2025-07-10,
UBND.0019,10628953,CT_UBND.0125,FN03,2025-07-10,
UBND.0019,10628953,CT_UBND.0126,FN02,2025-07-10,
UBND.0019,10628953,CT_UBND.0126,FN01,2025-07-10,
UBND.0019,10628953,CT_UBND.0126,FN04,2025-07-10,
UBND.0019,10628953,CT_UBND.0126,FN03,2025-07-10,
UBND.0019,10628953,CT_UBND.0127,FN02,2025-07-10,
UBND.0019,10628953,CT_UBND.0127,FN01,2025-07-10,
UBND.0019,10628953,CT_UBND.0127,FN04,2025-07-10,
UBND.0019,10628953,CT_UBND.0127,FN03,2025-07-10,
UBND.0019,10628953,CT_UBND.0128,FN02,2025-07-10,
UBND.0019,10628953,CT_UBND.0128,FN01,2025-07-10,
UBND.0019,10628953,CT_UBND.0128,FN04,2025-07-10,
UBND.0019,10628953,CT_UBND.0128,FN03,2025-07-10,
UBND.0019,10628953,CT_UBND.0129,FN02,2025-07-10,
UBND.0019,10628953,CT_UBND.0129,FN01,2025-07-10,
UBND.0019,10628953,CT_UBND.0129,FN04,2025-07-10,
UBND.0019,10628953,CT_UBND.0129,FN03,2025-07-10,
UBND.0019,10628953,CT_UBND.0130,FN02,2025-07-10,
UBND.0019,10628953,CT_UBND.0130,FN01,2025-07-10,
UBND.0019,10628953,CT_UBND.0130,FN04,2025-07-10,
UBND.0019,10628953,CT_UBND.0130,FN03,2025-07-10,
UBND.0019,10628953,CT_UBND.0131,FN02,2025-07-10,
UBND.0019,10628953,CT_UBND.0131,FN01,2025-07-10,
UBND.0019,10628953,CT_UBND.0131,FN04,2025-07-10,
UBND.0019,10628953,CT_UBND.0131,FN03,2025-07-10,
UBND.0019,10628953,CT_UBND.0132,FN02,2025-07-10,
UBND.0019,10628953,CT_UBND.0132,FN01,2025-07-10,
UBND.0019,10628953,CT_UBND.0132,FN04,2025-07-10,
UBND.0019,10628953,CT_UBND.0132,FN03,2025-07-10,
UBND.0019,10628953,CT_TONGCONG,FN02,2025-07-11,67
UBND.0019,10628953,CT_TONGCONG,FN01,2025-07-11,45
UBND.0019,10628953,CT_TONGCONG,FN04,2025-07-11,50
UBND.0019,10628953,CT_TONGCONG,FN03,2025-07-11,155
UBND.0019,10628953,CT_UBND.0019,FN02,2025-07-11,67
UBND.0019,10628953,CT_UBND.0019,FN01,2025-07-11,45
UBND.0019,10628953,CT_UBND.0019,FN04,2025-07-11,50
UBND.0019,10628953,CT_UBND.0019,FN03,2025-07-11,155
UBND.0019,10628953,CT_UBND.0020,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0020,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0020,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0020,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0021,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0021,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0021,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0021,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0022,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0022,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0022,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0022,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0023,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0023,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0023,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0023,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0024,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0024,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0024,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0024,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0025,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0025,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0025,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0025,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0026,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0026,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0026,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0026,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0027,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0027,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0027,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0027,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0028,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0028,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0028,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0028,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0029,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0029,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0029,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0029,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0030,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0030,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0030,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0030,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0031,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0031,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0031,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0031,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0032,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0032,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0032,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0032,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0033,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0033,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0033,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0033,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0034,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0034,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0034,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0034,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0035,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0035,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0035,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0035,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0036,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0036,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0036,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0036,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0037,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0037,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0037,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0037,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0038,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0038,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0038,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0038,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0039,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0039,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0039,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0039,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0040,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0040,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0040,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0040,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0041,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0041,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0041,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0041,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0042,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0042,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0042,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0042,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0043,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0043,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0043,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0043,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0044,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0044,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0044,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0044,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0045,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0045,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0045,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0045,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0046,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0046,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0046,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0046,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0047,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0047,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0047,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0047,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0048,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0048,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0048,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0048,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0049,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0049,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0049,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0049,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0050,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0050,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0050,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0050,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0051,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0051,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0051,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0051,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0052,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0052,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0052,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0052,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0053,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0053,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0053,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0053,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0054,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0054,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0054,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0054,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0055,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0055,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0055,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0055,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0056,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0056,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0056,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0056,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0057,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0057,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0057,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0057,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0058,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0058,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0058,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0058,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0059,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0059,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0059,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0059,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0060,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0060,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0060,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0060,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0061,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0061,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0061,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0061,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0062,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0062,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0062,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0062,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0063,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0063,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0063,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0063,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0064,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0064,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0064,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0064,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0065,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0065,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0065,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0065,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0066,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0066,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0066,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0066,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0067,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0067,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0067,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0067,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0068,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0068,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0068,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0068,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0069,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0069,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0069,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0069,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0070,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0070,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0070,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0070,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0071,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0071,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0071,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0071,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0072,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0072,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0072,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0072,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0073,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0073,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0073,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0073,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0074,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0074,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0074,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0074,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0075,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0075,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0075,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0075,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0076,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0076,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0076,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0076,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0077,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0077,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0077,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0077,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0078,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0078,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0078,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0078,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0079,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0079,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0079,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0079,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0080,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0080,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0080,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0080,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0081,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0081,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0081,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0081,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0082,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0082,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0082,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0082,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0083,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0083,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0083,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0083,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0084,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0084,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0084,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0084,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0085,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0085,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0085,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0085,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0086,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0086,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0086,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0086,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0087,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0087,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0087,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0087,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0088,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0088,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0088,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0088,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0089,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0089,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0089,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0089,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0090,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0090,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0090,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0090,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0091,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0091,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0091,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0091,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0092,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0092,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0092,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0092,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0093,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0093,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0093,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0093,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0094,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0094,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0094,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0094,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0095,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0095,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0095,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0095,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0096,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0096,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0096,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0096,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0097,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0097,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0097,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0097,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0098,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0098,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0098,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0098,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0099,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0099,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0099,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0099,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0100,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0100,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0100,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0100,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0101,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0101,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0101,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0101,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0102,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0102,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0102,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0102,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0103,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0103,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0103,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0103,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0104,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0104,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0104,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0104,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0105,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0105,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0105,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0105,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0106,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0106,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0106,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0106,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0107,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0107,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0107,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0107,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0108,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0108,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0108,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0108,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0109,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0109,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0109,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0109,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0110,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0110,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0110,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0110,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0111,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0111,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0111,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0111,FN03,2025-07-11,
UBND.0019,10628953,CT_UBND.0112,FN02,2025-07-11,
UBND.0019,10628953,CT_UBND.0112,FN01,2025-07-11,
UBND.0019,10628953,CT_UBND.0112,FN04,2025-07-11,
UBND.0019,10628953,CT_UBND.0112,FN03,2025-07-11,
